[2025-05-21 21:10:42,594] [INFO] [real_accelerator.py:203:get_accelerator] Setting ds_accelerator to cuda (auto detect)
[2025-05-21 21:10:43,918] [INFO] [comm.py:652:init_distributed] cdb=None
[2025-05-21 21:10:43,919] [INFO] [comm.py:683:init_distributed] Initializing TorchBackend in DeepSpeed with backend nccl
ninja: no work to do.
Time to load fused_adam op: 0.5960257053375244 seconds
{'loss': 7.4111, 'grad_norm': 15.018501281738281, 'learning_rate': 3.417032410925835e-07, 'epoch': 0.0}
{'loss': 6.5787, 'grad_norm': 7.806431770324707, 'learning_rate': 8.841799320845447e-07, 'epoch': 0.13}
{'loss': 6.6528, 'grad_norm': 7.916879653930664, 'learning_rate': 8.866191151496649e-07, 'epoch': 0.13}
{'loss': 6.5763, 'grad_norm': 7.505850791931152, 'learning_rate': 8.890151245586714e-07, 'epoch': 0.13}
{'loss': 6.5881, 'grad_norm': 7.88211727142334, 'learning_rate': 8.913694621195424e-07, 'epoch': 0.13}
{'loss': 6.599, 'grad_norm': 7.940036296844482, 'learning_rate': 8.936835526167611e-07, 'epoch': 0.14}
{'loss': 6.5475, 'grad_norm': 7.4695048332214355, 'learning_rate': 8.959587489899951e-07, 'epoch': 0.14}
{'eval_loss': 6.569102764129639, 'eval_runtime': 48.6773, 'eval_samples_per_second': 20.543, 'eval_steps_per_second': 5.136, 'epoch': 0.14}
{'loss': 6.6058, 'grad_norm': 7.813908576965332, 'learning_rate': 8.981963370847269e-07, 'epoch': 0.14}
{'loss': 6.537, 'grad_norm': 7.672718524932861, 'learning_rate': 9.003975400166007e-07, 'epoch': 0.14}
{'loss': 6.5908, 'grad_norm': 8.323184967041016, 'learning_rate': 9.025635221865749e-07, 'epoch': 0.15}
{'loss': 6.6014, 'grad_norm': 8.673001289367676, 'learning_rate': 9.046953929798791e-07, 'epoch': 0.15}
{'loss': 6.5999, 'grad_norm': 7.34649133682251, 'learning_rate': 9.067942101781962e-07, 'epoch': 0.15}
{'loss': 6.5504, 'grad_norm': 8.013934135437012, 'learning_rate': 9.088609831113388e-07, 'epoch': 0.15}
{'loss': 6.5622, 'grad_norm': 7.872694492340088, 'learning_rate': 9.108966755719309e-07, 'epoch': 0.16}
{'loss': 6.5324, 'grad_norm': 8.492573738098145, 'learning_rate': 9.129022085141634e-07, 'epoch': 0.16}
{'loss': 6.5332, 'grad_norm': 7.033438205718994, 'learning_rate': 9.14878462555536e-07, 'epoch': 0.16}
{'loss': 6.4962, 'grad_norm': 8.305682182312012, 'learning_rate': 9.168262802986005e-07, 'epoch': 0.16}
{'loss': 6.4918, 'grad_norm': 7.34925651550293, 'learning_rate': 9.187464684880233e-07, 'epoch': 0.16}
{'loss': 6.5427, 'grad_norm': 8.332273483276367, 'learning_rate': 9.206398000167891e-07, 'epoch': 0.17}
{'loss': 6.5533, 'grad_norm': 8.264594078063965, 'learning_rate': 9.225070157940321e-07, 'epoch': 0.17}
{'loss': 6.4716, 'grad_norm': 7.387682914733887, 'learning_rate': 9.243488264857923e-07, 'epoch': 0.17}
{'loss': 6.5258, 'grad_norm': 8.26250171661377, 'learning_rate': 9.261659141389306e-07, 'epoch': 0.17}
{'loss': 6.5254, 'grad_norm': 7.793869495391846, 'learning_rate': 9.279589336974909e-07, 'epoch': 0.18}
{'loss': 6.5054, 'grad_norm': 8.23215103149414, 'learning_rate': 9.297285144199442e-07, 'epoch': 0.18}
{'loss': 6.5195, 'grad_norm': 7.967924118041992, 'learning_rate': 9.314752612049902e-07, 'epoch': 0.18}
{'loss': 6.4988, 'grad_norm': 8.368388175964355, 'learning_rate': 9.331997558329058e-07, 'epoch': 0.18}
{'loss': 6.493, 'grad_norm': 8.147058486938477, 'learning_rate': 9.349025581288148e-07, 'epoch': 0.19}
{'eval_loss': 6.502862930297852, 'eval_runtime': 48.7498, 'eval_samples_per_second': 20.513, 'eval_steps_per_second': 5.128, 'epoch': 0.19}
{'loss': 6.5024, 'grad_norm': 8.187856674194336, 'learning_rate': 9.365842070536989e-07, 'epoch': 0.19}
{'loss': 6.4865, 'grad_norm': 8.12088680267334, 'learning_rate': 9.38245221728471e-07, 'epoch': 0.19}
{'loss': 6.5607, 'grad_norm': 8.23203182220459, 'learning_rate': 9.398861023959779e-07, 'epoch': 0.19}
{'loss': 6.5077, 'grad_norm': 7.533681869506836, 'learning_rate': 9.415073313253946e-07, 'epoch': 0.19}
{'loss': 6.4832, 'grad_norm': 8.236638069152832, 'learning_rate': 9.43109373663099e-07, 'epoch': 0.2}
{'loss': 6.4742, 'grad_norm': 8.761576652526855, 'learning_rate': 9.446926782337865e-07, 'epoch': 0.2}
{'loss': 6.4981, 'grad_norm': 9.2673978805542, 'learning_rate': 9.46257678295272e-07, 'epoch': 0.2}
{'loss': 6.4771, 'grad_norm': 8.087538719177246, 'learning_rate': 9.478047922501584e-07, 'epoch': 0.2}
{'loss': 6.4953, 'grad_norm': 8.401759147644043, 'learning_rate': 9.493344243172956e-07, 'epoch': 0.21}
{'loss': 6.4956, 'grad_norm': 8.631962776184082, 'learning_rate': 9.508469651657247e-07, 'epoch': 0.21}
{'loss': 6.4533, 'grad_norm': 8.243762016296387, 'learning_rate': 9.523427925135957e-07, 'epoch': 0.21}
{'loss': 6.5068, 'grad_norm': 8.214509963989258, 'learning_rate': 9.538222716943558e-07, 'epoch': 0.21}
{'loss': 6.4979, 'grad_norm': 8.490087509155273, 'learning_rate': 9.552857561923302e-07, 'epoch': 0.22}
{'loss': 6.482, 'grad_norm': 8.876641273498535, 'learning_rate': 9.56733588149662e-07, 'epoch': 0.22}
{'loss': 6.4363, 'grad_norm': 8.941535949707031, 'learning_rate': 9.581660988464267e-07, 'epoch': 0.22}
{'loss': 6.4358, 'grad_norm': 8.042415618896484, 'learning_rate': 9.595836091556087e-07, 'epoch': 0.22}
{'loss': 6.4748, 'grad_norm': 8.459568977355957, 'learning_rate': 9.60986429974505e-07, 'epoch': 0.22}
{'loss': 6.4815, 'grad_norm': 8.498870849609375, 'learning_rate': 9.62374862634e-07, 'epoch': 0.23}
{'loss': 6.429, 'grad_norm': 9.297009468078613, 'learning_rate': 9.637491992870682e-07, 'epoch': 0.23}
{'loss': 6.4584, 'grad_norm': 9.193631172180176, 'learning_rate': 9.651097232777505e-07, 'epoch': 0.23}
{'eval_loss': 6.447583198547363, 'eval_runtime': 48.739, 'eval_samples_per_second': 20.517, 'eval_steps_per_second': 5.129, 'epoch': 0.23}
{'loss': 6.4375, 'grad_norm': 7.9133172035217285, 'learning_rate': 9.664567094917725e-07, 'epoch': 0.23}
{'loss': 6.4633, 'grad_norm': 8.792791366577148, 'learning_rate': 9.67790424689893e-07, 'epoch': 0.24}
{'loss': 6.4555, 'grad_norm': 8.103611946105957, 'learning_rate': 9.691111278249864e-07, 'epoch': 0.24}
{'loss': 6.4803, 'grad_norm': 8.453635215759277, 'learning_rate': 9.704190703438098e-07, 'epoch': 0.24}
{'loss': 6.457, 'grad_norm': 8.273629188537598, 'learning_rate': 9.717144964743302e-07, 'epoch': 0.24}
{'loss': 6.4187, 'grad_norm': 8.272518157958984, 'learning_rate': 9.729976434994314e-07, 'epoch': 0.25}
{'loss': 6.4814, 'grad_norm': 8.666580200195312, 'learning_rate': 9.742687420177742e-07, 'epoch': 0.25}
{'loss': 6.4759, 'grad_norm': 8.197190284729004, 'learning_rate': 9.755280161925187e-07, 'epoch': 0.25}
{'loss': 6.4038, 'grad_norm': 8.670854568481445, 'learning_rate': 9.767756839885877e-07, 'epoch': 0.25}
{'loss': 6.4561, 'grad_norm': 8.892738342285156, 'learning_rate': 9.78011957399094e-07, 'epoch': 0.26}
{'loss': 6.4567, 'grad_norm': 8.691705703735352, 'learning_rate': 9.79237042661522e-07, 'epoch': 0.26}
{'loss': 6.4591, 'grad_norm': 9.258138656616211, 'learning_rate': 9.804511404642143e-07, 'epoch': 0.26}
{'loss': 6.4711, 'grad_norm': 9.418331146240234, 'learning_rate': 9.816544461436818e-07, 'epoch': 0.26}
{'loss': 6.4172, 'grad_norm': 9.352189064025879, 'learning_rate': 9.828471498732206e-07, 'epoch': 0.26}
{'loss': 6.4453, 'grad_norm': 8.234230041503906, 'learning_rate': 9.840294368432915e-07, 'epoch': 0.27}
{'loss': 6.439, 'grad_norm': 8.593789100646973, 'learning_rate': 9.852014874340918e-07, 'epoch': 0.27}
{'loss': 6.4395, 'grad_norm': 8.69844913482666, 'learning_rate': 9.863634773807199e-07, 'epoch': 0.27}
{'loss': 6.3863, 'grad_norm': 8.974342346191406, 'learning_rate': 9.875155779313105e-07, 'epoch': 0.27}
{'loss': 6.418, 'grad_norm': 8.940215110778809, 'learning_rate': 9.886579559984985e-07, 'epoch': 0.28}
{'loss': 6.4387, 'grad_norm': 8.233329772949219, 'learning_rate': 9.897907743045444e-07, 'epoch': 0.28}
{'eval_loss': 6.400321960449219, 'eval_runtime': 48.899, 'eval_samples_per_second': 20.45, 'eval_steps_per_second': 5.113, 'epoch': 0.28}
{'loss': 6.3964, 'grad_norm': 8.987499237060547, 'learning_rate': 9.909141915204376e-07, 'epoch': 0.28}
{'loss': 6.4397, 'grad_norm': 9.036191940307617, 'learning_rate': 9.92028362399276e-07, 'epoch': 0.28}
{'loss': 6.4288, 'grad_norm': 8.481365203857422, 'learning_rate': 9.931334379042006e-07, 'epoch': 0.29}
{'loss': 6.441, 'grad_norm': 9.00258731842041, 'learning_rate': 9.9422956533115e-07, 'epoch': 0.29}
{'loss': 6.3846, 'grad_norm': 8.592164039611816, 'learning_rate': 9.95316888426686e-07, 'epoch': 0.29}
{'loss': 6.4298, 'grad_norm': 8.66350269317627, 'learning_rate': 9.963955475011241e-07, 'epoch': 0.29}
{'loss': 6.4061, 'grad_norm': 8.686327934265137, 'learning_rate': 9.974656795371922e-07, 'epoch': 0.29}
{'loss': 6.4307, 'grad_norm': 10.026543617248535, 'learning_rate': 9.985274182944284e-07, 'epoch': 0.3}
{'loss': 6.3841, 'grad_norm': 8.624542236328125, 'learning_rate': 9.995808944095162e-07, 'epoch': 0.3}
{'loss': 6.4126, 'grad_norm': 9.579622268676758, 'learning_rate': 9.999999543025369e-07, 'epoch': 0.3}
{'loss': 6.394, 'grad_norm': 8.60903549194336, 'learning_rate': 9.99999675040296e-07, 'epoch': 0.3}
{'loss': 6.3996, 'grad_norm': 8.732874870300293, 'learning_rate': 9.999991419034514e-07, 'epoch': 0.31}
{'loss': 6.3917, 'grad_norm': 8.918851852416992, 'learning_rate': 9.999983548923034e-07, 'epoch': 0.31}
{'loss': 6.4036, 'grad_norm': 9.391294479370117, 'learning_rate': 9.999973140072963e-07, 'epoch': 0.31}
{'loss': 6.3724, 'grad_norm': 8.557042121887207, 'learning_rate': 9.999960192490175e-07, 'epoch': 0.31}
{'loss': 6.419, 'grad_norm': 9.277432441711426, 'learning_rate': 9.99994470618197e-07, 'epoch': 0.32}
{'loss': 6.3885, 'grad_norm': 8.998187065124512, 'learning_rate': 9.999926681157088e-07, 'epoch': 0.32}
{'loss': 6.3298, 'grad_norm': 9.140325546264648, 'learning_rate': 9.999906117425697e-07, 'epoch': 0.32}
{'loss': 6.388, 'grad_norm': 9.106561660766602, 'learning_rate': 9.999883014999398e-07, 'epoch': 0.32}
{'loss': 6.3687, 'grad_norm': 8.849802017211914, 'learning_rate': 9.999857373891227e-07, 'epoch': 0.32}
{'eval_loss': 6.358063220977783, 'eval_runtime': 48.7821, 'eval_samples_per_second': 20.499, 'eval_steps_per_second': 5.125, 'epoch': 0.32}
{'loss': 6.3434, 'grad_norm': 8.541399002075195, 'learning_rate': 9.999829194115648e-07, 'epoch': 0.33}
{'loss': 6.3596, 'grad_norm': 9.216524124145508, 'learning_rate': 9.999798475688557e-07, 'epoch': 0.33}
{'loss': 6.4117, 'grad_norm': 9.121010780334473, 'learning_rate': 9.99976521862729e-07, 'epoch': 0.33}
{'loss': 6.3875, 'grad_norm': 8.750616073608398, 'learning_rate': 9.999729422950602e-07, 'epoch': 0.33}
{'loss': 6.3709, 'grad_norm': 8.886679649353027, 'learning_rate': 9.999691088678692e-07, 'epoch': 0.34}
{'loss': 6.3354, 'grad_norm': 10.077741622924805, 'learning_rate': 9.99965021583319e-07, 'epoch': 0.34}
{'loss': 6.3736, 'grad_norm': 8.910370826721191, 'learning_rate': 9.999606804437149e-07, 'epoch': 0.34}
{'loss': 6.3389, 'grad_norm': 7.815861225128174, 'learning_rate': 9.999560854515063e-07, 'epoch': 0.34}
{'loss': 6.334, 'grad_norm': 8.67586612701416, 'learning_rate': 9.999512366092857e-07, 'epoch': 0.35}
{'loss': 6.3531, 'grad_norm': 8.608257293701172, 'learning_rate': 9.999461339197885e-07, 'epoch': 0.35}
{'loss': 6.3516, 'grad_norm': 9.209325790405273, 'learning_rate': 9.999407773858931e-07, 'epoch': 0.35}
{'loss': 6.3371, 'grad_norm': 9.703675270080566, 'learning_rate': 9.999351670106224e-07, 'epoch': 0.35}
{'loss': 6.3445, 'grad_norm': 9.330865859985352, 'learning_rate': 9.999293027971405e-07, 'epoch': 0.35}
{'loss': 6.3495, 'grad_norm': 9.460306167602539, 'learning_rate': 9.999231847487566e-07, 'epoch': 0.36}
{'loss': 6.2865, 'grad_norm': 9.063450813293457, 'learning_rate': 9.99916812868922e-07, 'epoch': 0.36}
{'loss': 6.3228, 'grad_norm': 9.16639518737793, 'learning_rate': 9.999101871612312e-07, 'epoch': 0.36}
{'loss': 6.3344, 'grad_norm': 9.751187324523926, 'learning_rate': 9.999033076294228e-07, 'epoch': 0.36}
{'loss': 6.3415, 'grad_norm': 8.646159172058105, 'learning_rate': 9.998961742773773e-07, 'epoch': 0.37}
{'loss': 6.2821, 'grad_norm': 8.333306312561035, 'learning_rate': 9.9988878710912e-07, 'epoch': 0.37}
{'loss': 6.3004, 'grad_norm': 8.273414611816406, 'learning_rate': 9.998811461288176e-07, 'epoch': 0.37}
{'eval_loss': 6.324337959289551, 'eval_runtime': 48.7277, 'eval_samples_per_second': 20.522, 'eval_steps_per_second': 5.131, 'epoch': 0.37}
{'loss': 6.3416, 'grad_norm': 8.485450744628906, 'learning_rate': 9.998732513407813e-07, 'epoch': 0.37}
{'loss': 6.2926, 'grad_norm': 8.918907165527344, 'learning_rate': 9.998651027494653e-07, 'epoch': 0.38}
{'loss': 6.3267, 'grad_norm': 9.424689292907715, 'learning_rate': 9.998567003594662e-07, 'epoch': 0.38}
{'loss': 6.3439, 'grad_norm': 9.929551124572754, 'learning_rate': 9.998480441755249e-07, 'epoch': 0.38}
{'loss': 6.4061, 'grad_norm': 9.195560455322266, 'learning_rate': 9.998391342025245e-07, 'epoch': 0.38}
{'loss': 6.3601, 'grad_norm': 8.672538757324219, 'learning_rate': 9.99829970445492e-07, 'epoch': 0.38}
{'loss': 6.3099, 'grad_norm': 8.930828094482422, 'learning_rate': 9.99820552909597e-07, 'epoch': 0.39}
{'loss': 6.3404, 'grad_norm': 8.51559066772461, 'learning_rate': 9.998108816001528e-07, 'epoch': 0.39}
{'loss': 6.3031, 'grad_norm': 9.024260520935059, 'learning_rate': 9.998009565226155e-07, 'epoch': 0.39}
{'loss': 6.2913, 'grad_norm': 8.769649505615234, 'learning_rate': 9.997907776825845e-07, 'epoch': 0.39}
{'loss': 6.3227, 'grad_norm': 8.957839012145996, 'learning_rate': 9.997803450858024e-07, 'epoch': 0.4}
{'loss': 6.3235, 'grad_norm': 9.863250732421875, 'learning_rate': 9.997696587381551e-07, 'epoch': 0.4}
{'loss': 6.3226, 'grad_norm': 8.71330451965332, 'learning_rate': 9.99758718645671e-07, 'epoch': 0.4}
{'loss': 6.3362, 'grad_norm': 9.334554672241211, 'learning_rate': 9.997475248145227e-07, 'epoch': 0.4}
{'loss': 6.3157, 'grad_norm': 9.542001724243164, 'learning_rate': 9.997360772510248e-07, 'epoch': 0.41}
{'loss': 6.299, 'grad_norm': 8.640774726867676, 'learning_rate': 9.997243759616362e-07, 'epoch': 0.41}
{'loss': 6.318, 'grad_norm': 9.612044334411621, 'learning_rate': 9.99712420952958e-07, 'epoch': 0.41}
{'loss': 6.2821, 'grad_norm': 9.59802532196045, 'learning_rate': 9.997002122317347e-07, 'epoch': 0.41}
{'loss': 6.3171, 'grad_norm': 9.72653579711914, 'learning_rate': 9.996877498048546e-07, 'epoch': 0.42}
{'loss': 6.2724, 'grad_norm': 9.589917182922363, 'learning_rate': 9.996750336793478e-07, 'epoch': 0.42}
{'eval_loss': 6.293534755706787, 'eval_runtime': 48.8272, 'eval_samples_per_second': 20.48, 'eval_steps_per_second': 5.12, 'epoch': 0.42}
{'loss': 6.3232, 'grad_norm': 8.490900039672852, 'learning_rate': 9.99662063862389e-07, 'epoch': 0.42}
{'loss': 6.3326, 'grad_norm': 9.244789123535156, 'learning_rate': 9.996488403612952e-07, 'epoch': 0.42}
{'loss': 6.3029, 'grad_norm': 9.555599212646484, 'learning_rate': 9.996353631835262e-07, 'epoch': 0.42}
{'loss': 6.285, 'grad_norm': 9.440668106079102, 'learning_rate': 9.99621632336686e-07, 'epoch': 0.43}
{'loss': 6.3508, 'grad_norm': 8.371502876281738, 'learning_rate': 9.996076478285206e-07, 'epoch': 0.43}
{'loss': 6.2628, 'grad_norm': 8.416199684143066, 'learning_rate': 9.9959340966692e-07, 'epoch': 0.43}
{'loss': 6.2672, 'grad_norm': 9.135332107543945, 'learning_rate': 9.995789178599163e-07, 'epoch': 0.43}
{'loss': 6.2901, 'grad_norm': 9.370367050170898, 'learning_rate': 9.995641724156858e-07, 'epoch': 0.44}
{'loss': 6.3436, 'grad_norm': 10.032613754272461, 'learning_rate': 9.995491733425472e-07, 'epoch': 0.44}
{'loss': 6.2866, 'grad_norm': 9.906594276428223, 'learning_rate': 9.995339206489625e-07, 'epoch': 0.44}
{'loss': 6.2653, 'grad_norm': 9.309820175170898, 'learning_rate': 9.995184143435369e-07, 'epoch': 0.44}
{'loss': 6.3124, 'grad_norm': 10.286274909973145, 'learning_rate': 9.99502654435018e-07, 'epoch': 0.45}
{'loss': 6.3613, 'grad_norm': 10.344331741333008, 'learning_rate': 9.994866409322976e-07, 'epoch': 0.45}
{'loss': 6.3263, 'grad_norm': 8.812050819396973, 'learning_rate': 9.994703738444098e-07, 'epoch': 0.45}
{'loss': 6.2807, 'grad_norm': 10.058218002319336, 'learning_rate': 9.994538531805319e-07, 'epoch': 0.45}
{'loss': 6.301, 'grad_norm': 9.102819442749023, 'learning_rate': 9.994370789499842e-07, 'epoch': 0.45}
{'loss': 6.3282, 'grad_norm': 9.062859535217285, 'learning_rate': 9.994200511622304e-07, 'epoch': 0.46}
{'loss': 6.2736, 'grad_norm': 9.748281478881836, 'learning_rate': 9.994027698268768e-07, 'epoch': 0.46}
{'loss': 6.2844, 'grad_norm': 9.378692626953125, 'learning_rate': 9.99385234953673e-07, 'epoch': 0.46}
{'loss': 6.2874, 'grad_norm': 9.517640113830566, 'learning_rate': 9.993674465525115e-07, 'epoch': 0.46}
{'eval_loss': 6.265379905700684, 'eval_runtime': 48.7352, 'eval_samples_per_second': 20.519, 'eval_steps_per_second': 5.13, 'epoch': 0.46}
{'loss': 6.2853, 'grad_norm': 8.751192092895508, 'learning_rate': 9.993494046334281e-07, 'epoch': 0.47}
{'loss': 6.2654, 'grad_norm': 8.824368476867676, 'learning_rate': 9.993311092066013e-07, 'epoch': 0.47}
{'loss': 6.332, 'grad_norm': 9.517484664916992, 'learning_rate': 9.993125602823529e-07, 'epoch': 0.47}
{'loss': 6.2893, 'grad_norm': 8.86084270477295, 'learning_rate': 9.992937578711474e-07, 'epoch': 0.47}
{'loss': 6.2785, 'grad_norm': 7.997642517089844, 'learning_rate': 9.992747019835924e-07, 'epoch': 0.48}
{'loss': 6.2479, 'grad_norm': 9.401144027709961, 'learning_rate': 9.992553926304389e-07, 'epoch': 0.48}
{'loss': 6.1918, 'grad_norm': 9.127652168273926, 'learning_rate': 9.992358298225805e-07, 'epoch': 0.48}
{'loss': 6.2544, 'grad_norm': 8.849061012268066, 'learning_rate': 9.992160135710536e-07, 'epoch': 0.48}
{'loss': 6.2965, 'grad_norm': 9.409259796142578, 'learning_rate': 9.991959438870384e-07, 'epoch': 0.48}
{'loss': 6.2599, 'grad_norm': 8.875870704650879, 'learning_rate': 9.99175620781857e-07, 'epoch': 0.49}
{'loss': 6.2345, 'grad_norm': 9.4740571975708, 'learning_rate': 9.991550442669751e-07, 'epoch': 0.49}
{'loss': 6.2282, 'grad_norm': 9.639689445495605, 'learning_rate': 9.991342143540017e-07, 'epoch': 0.49}
{'loss': 6.2564, 'grad_norm': 9.07042407989502, 'learning_rate': 9.991131310546878e-07, 'epoch': 0.49}
