  0%|          | 0/21560 [00:00<?, ?it/s]/mnt/fast/nobackup/users/yc01815/anaconda3/envs/llasa/lib/python3.9/site-packages/torch/utils/data/dataloader.py:557: UserWarning: This DataLoader will create 4 worker processes in total. Our suggested max number of worker in current system is 2, which is smaller than what this DataLoader is going to create. Please be aware that excessive worker creation might get DataLoader running slow or even freeze, lower the worker number to avoid potential slowness/freeze if necessary.
{'loss': 6.3227, 'grad_norm': 5.36265230178833, 'learning_rate': 8.313622987389776e-06, 'epoch': 0.1}
{'loss': 6.3647, 'grad_norm': 5.39373254776001, 'learning_rate': 8.383341777319458e-06, 'epoch': 0.1}
{'loss': 6.3241, 'grad_norm': 5.82782506942749, 'learning_rate': 8.44996091006015e-06, 'epoch': 0.11}
{'loss': 6.2944, 'grad_norm': 5.952053070068359, 'learning_rate': 8.51374431117592e-06, 'epoch': 0.11}
{'loss': 6.2703, 'grad_norm': 5.644897937774658, 'learning_rate': 8.574923569644042e-06, 'epoch': 0.12}
{'loss': 6.2848, 'grad_norm': 5.884389877319336, 'learning_rate': 8.633703013801731e-06, 'epoch': 0.12}
{'loss': 6.2522, 'grad_norm': 5.589048385620117, 'learning_rate': 8.690263828810139e-06, 'epoch': 0.13}
{'loss': 6.2827, 'grad_norm': 5.4683098793029785, 'learning_rate': 8.744767424941454e-06, 'epoch': 0.13}
{'loss': 6.2635, 'grad_norm': 5.72548246383667, 'learning_rate': 8.79735821453788e-06, 'epoch': 0.13}
{'loss': 6.2457, 'grad_norm': 5.665787220001221, 'learning_rate': 8.84816591800293e-06, 'epoch': 0.14}
{'loss': 6.2235, 'grad_norm': 5.401727676391602, 'learning_rate': 8.897307491539136e-06, 'epoch': 0.14}
{'loss': 6.1851, 'grad_norm': 5.355826377868652, 'learning_rate': 8.944888748727598e-06, 'epoch': 0.15}
{'loss': 6.2155, 'grad_norm': 5.821891784667969, 'learning_rate': 8.991005732505353e-06, 'epoch': 0.15}
{'loss': 6.2097, 'grad_norm': 5.338760852813721, 'learning_rate': 9.035745882271124e-06, 'epoch': 0.16}
{'loss': 6.2295, 'grad_norm': 5.365017890930176, 'learning_rate': 9.079189031768461e-06, 'epoch': 0.16}
{'loss': 6.1909, 'grad_norm': 5.44329833984375, 'learning_rate': 9.121408266361817e-06, 'epoch': 0.17}
{'loss': 6.1729, 'grad_norm': 6.181371212005615, 'learning_rate': 9.162470662830082e-06, 'epoch': 0.17}
{'loss': 6.1697, 'grad_norm': 5.939425945281982, 'learning_rate': 9.202437930483351e-06, 'epoch': 0.18}
{'loss': 6.1514, 'grad_norm': 5.755788326263428, 'learning_rate': 9.241366968987627e-06, 'epoch': 0.18}
{'loss': 6.1412, 'grad_norm': 5.421287536621094, 'learning_rate': 9.279310355554607e-06, 'epoch': 0.19}
{'eval_loss': 6.1793341636657715, 'eval_runtime': 24.3499, 'eval_samples_per_second': 41.068, 'eval_steps_per_second': 5.133, 'epoch': 0.19}
{'loss': 6.1814, 'grad_norm': 5.561739444732666, 'learning_rate': 9.316316771965008e-06, 'epoch': 0.19}
{'loss': 6.1519, 'grad_norm': 5.742747783660889, 'learning_rate': 9.352431380127348e-06, 'epoch': 0.19}
{'loss': 6.1435, 'grad_norm': 5.255422592163086, 'learning_rate': 9.38769615344036e-06, 'epoch': 0.2}
{'loss': 6.1208, 'grad_norm': 5.935887336730957, 'learning_rate': 9.422150170057029e-06, 'epoch': 0.2}
{'loss': 6.1419, 'grad_norm': 5.477116107940674, 'learning_rate': 9.455829873188826e-06, 'epoch': 0.21}
{'loss': 6.1212, 'grad_norm': 5.77617883682251, 'learning_rate': 9.488769302797724e-06, 'epoch': 0.21}
{'loss': 6.1465, 'grad_norm': 5.644469738006592, 'learning_rate': 9.521000302369021e-06, 'epoch': 0.22}
{'loss': 6.1252, 'grad_norm': 5.992740154266357, 'learning_rate': 9.552552703913493e-06, 'epoch': 0.22}
{'loss': 6.0845, 'grad_norm': 5.479043960571289, 'learning_rate': 9.58345449389288e-06, 'epoch': 0.23}
{'loss': 6.1028, 'grad_norm': 5.9741363525390625, 'learning_rate': 9.613731962381617e-06, 'epoch': 0.23}
{'loss': 6.0772, 'grad_norm': 4.942484378814697, 'learning_rate': 9.643409837457019e-06, 'epoch': 0.24}
{'loss': 6.1001, 'grad_norm': 5.903977394104004, 'learning_rate': 9.672511406539305e-06, 'epoch': 0.24}
{'loss': 6.0306, 'grad_norm': 5.276965141296387, 'learning_rate': 9.701058626173199e-06, 'epoch': 0.25}
{'loss': 6.0302, 'grad_norm': 5.139191150665283, 'learning_rate': 9.729072221547713e-06, 'epoch': 0.25}
{'loss': 6.0966, 'grad_norm': 5.140732765197754, 'learning_rate': 9.75657177688404e-06, 'epoch': 0.26}
{'loss': 6.0905, 'grad_norm': 5.811249732971191, 'learning_rate': 9.783575817679024e-06, 'epoch': 0.26}
{'loss': 6.0549, 'grad_norm': 5.362948894500732, 'learning_rate': 9.81010188566925e-06, 'epoch': 0.26}
{'loss': 6.0302, 'grad_norm': 5.185940265655518, 'learning_rate': 9.836166607275455e-06, 'epoch': 0.27}
{'loss': 6.063, 'grad_norm': 5.206462383270264, 'learning_rate': 9.861785756196163e-06, 'epoch': 0.27}
{'loss': 6.0227, 'grad_norm': 5.491260051727295, 'learning_rate': 9.886974310740504e-06, 'epoch': 0.28}
{'eval_loss': 6.046880722045898, 'eval_runtime': 24.3203, 'eval_samples_per_second': 41.118, 'eval_steps_per_second': 5.14, 'epoch': 0.28}
{'loss': 6.0173, 'grad_norm': 5.249403476715088, 'learning_rate': 9.911746506422147e-06, 'epoch': 0.28}
{'loss': 6.0292, 'grad_norm': 5.479377269744873, 'learning_rate': 9.936115884276712e-06, 'epoch': 0.29}
{'loss': 5.9964, 'grad_norm': 5.405320167541504, 'learning_rate': 9.960095335313245e-06, 'epoch': 0.29}
{'loss': 6.0329, 'grad_norm': 5.404641151428223, 'learning_rate': 9.98369714146517e-06, 'epoch': 0.3}
{'loss': 6.0033, 'grad_norm': 5.645515441894531, 'learning_rate': 9.99999954302537e-06, 'epoch': 0.3}
{'loss': 5.9493, 'grad_norm': 5.663311958312988, 'learning_rate': 9.999991419034515e-06, 'epoch': 0.31}
{'loss': 6.0123, 'grad_norm': 5.265991687774658, 'learning_rate': 9.999973140072965e-06, 'epoch': 0.31}
{'loss': 5.9955, 'grad_norm': 5.3259596824646, 'learning_rate': 9.99994470618197e-06, 'epoch': 0.32}
{'loss': 5.9427, 'grad_norm': 5.568610668182373, 'learning_rate': 9.999906117425699e-06, 'epoch': 0.32}
{'loss': 6.0176, 'grad_norm': 5.151139736175537, 'learning_rate': 9.999857373891227e-06, 'epoch': 0.32}
{'loss': 5.9774, 'grad_norm': 5.324389934539795, 'learning_rate': 9.999798475688558e-06, 'epoch': 0.33}
{'loss': 5.9619, 'grad_norm': 5.217007160186768, 'learning_rate': 9.999729422950603e-06, 'epoch': 0.33}
{'loss': 5.9589, 'grad_norm': 6.034425735473633, 'learning_rate': 9.99965021583319e-06, 'epoch': 0.34}
{'loss': 5.898, 'grad_norm': 5.536076068878174, 'learning_rate': 9.999560854515064e-06, 'epoch': 0.34}
{'loss': 5.9504, 'grad_norm': 5.109864234924316, 'learning_rate': 9.999461339197886e-06, 'epoch': 0.35}
{'loss': 5.9406, 'grad_norm': 5.358186721801758, 'learning_rate': 9.999351670106224e-06, 'epoch': 0.35}
{'loss': 5.9473, 'grad_norm': 5.7618842124938965, 'learning_rate': 9.999231847487567e-06, 'epoch': 0.36}
{'loss': 5.9787, 'grad_norm': 5.477753639221191, 'learning_rate': 9.999101871612312e-06, 'epoch': 0.36}
{'loss': 5.9109, 'grad_norm': 5.612343788146973, 'learning_rate': 9.998961742773775e-06, 'epoch': 0.37}
{'loss': 5.9295, 'grad_norm': 5.4157633781433105, 'learning_rate': 9.998811461288177e-06, 'epoch': 0.37}
{'eval_loss': 5.936110496520996, 'eval_runtime': 24.3108, 'eval_samples_per_second': 41.134, 'eval_steps_per_second': 5.142, 'epoch': 0.37}
{'loss': 5.9495, 'grad_norm': 5.733476161956787, 'learning_rate': 9.998651027494653e-06, 'epoch': 0.38}
{'loss': 5.87, 'grad_norm': 5.377286434173584, 'learning_rate': 9.998480441755249e-06, 'epoch': 0.38}
{'loss': 5.9315, 'grad_norm': 5.339999675750732, 'learning_rate': 9.99829970445492e-06, 'epoch': 0.38}
{'loss': 5.9217, 'grad_norm': 5.757053852081299, 'learning_rate': 9.99810881600153e-06, 'epoch': 0.39}
{'loss': 5.9302, 'grad_norm': 5.500617027282715, 'learning_rate': 9.997907776825846e-06, 'epoch': 0.39}
{'loss': 5.888, 'grad_norm': 5.539860725402832, 'learning_rate': 9.997696587381552e-06, 'epoch': 0.4}
{'loss': 5.8913, 'grad_norm': 5.513924598693848, 'learning_rate': 9.997475248145228e-06, 'epoch': 0.4}
{'loss': 5.8822, 'grad_norm': 5.489419460296631, 'learning_rate': 9.997243759616363e-06, 'epoch': 0.41}
{'loss': 5.9058, 'grad_norm': 5.765466690063477, 'learning_rate': 9.99700212231735e-06, 'epoch': 0.41}
{'loss': 5.8975, 'grad_norm': 5.87266731262207, 'learning_rate': 9.99675033679348e-06, 'epoch': 0.42}
{'loss': 5.8813, 'grad_norm': 5.804295063018799, 'learning_rate': 9.996488403612953e-06, 'epoch': 0.42}
{'loss': 5.8684, 'grad_norm': 6.029872417449951, 'learning_rate': 9.99621632336686e-06, 'epoch': 0.43}
{'loss': 5.8669, 'grad_norm': 5.33953332901001, 'learning_rate': 9.9959340966692e-06, 'epoch': 0.43}
{'loss': 5.837, 'grad_norm': 5.46273946762085, 'learning_rate': 9.99564172415686e-06, 'epoch': 0.44}
{'loss': 5.8303, 'grad_norm': 5.53217887878418, 'learning_rate': 9.995339206489627e-06, 'epoch': 0.44}
{'loss': 5.853, 'grad_norm': 5.765420436859131, 'learning_rate': 9.995026544350182e-06, 'epoch': 0.45}
{'loss': 5.859, 'grad_norm': 5.766756057739258, 'learning_rate': 9.9947037384441e-06, 'epoch': 0.45}
{'loss': 5.8257, 'grad_norm': 5.595381259918213, 'learning_rate': 9.994370789499844e-06, 'epoch': 0.45}
{'loss': 5.8294, 'grad_norm': 5.476525783538818, 'learning_rate': 9.99402769826877e-06, 'epoch': 0.46}
{'loss': 5.8227, 'grad_norm': 5.215033054351807, 'learning_rate': 9.993674465525118e-06, 'epoch': 0.46}
{'eval_loss': 5.8307929039001465, 'eval_runtime': 24.3198, 'eval_samples_per_second': 41.119, 'eval_steps_per_second': 5.14, 'epoch': 0.46}
{'loss': 5.8236, 'grad_norm': 5.765435695648193, 'learning_rate': 9.993311092066015e-06, 'epoch': 0.47}
{'loss': 5.7789, 'grad_norm': 5.48488712310791, 'learning_rate': 9.992937578711475e-06, 'epoch': 0.47}
{'loss': 5.7874, 'grad_norm': 5.951584815979004, 'learning_rate': 9.99255392630439e-06, 'epoch': 0.48}
{'loss': 5.8318, 'grad_norm': 5.477565288543701, 'learning_rate': 9.992160135710538e-06, 'epoch': 0.48}
{'loss': 5.8037, 'grad_norm': 5.905299663543701, 'learning_rate': 9.99175620781857e-06, 'epoch': 0.49}
{'loss': 5.7824, 'grad_norm': 5.721297740936279, 'learning_rate': 9.991342143540018e-06, 'epoch': 0.49}
{'loss': 5.8058, 'grad_norm': 5.803685665130615, 'learning_rate': 9.990917943809283e-06, 'epoch': 0.5}
{'loss': 5.8269, 'grad_norm': 5.632697582244873, 'learning_rate': 9.990483609583643e-06, 'epoch': 0.5}
{'loss': 5.7887, 'grad_norm': 5.525660991668701, 'learning_rate': 9.990039141843244e-06, 'epoch': 0.51}
{'loss': 5.7774, 'grad_norm': 5.623229026794434, 'learning_rate': 9.989584541591101e-06, 'epoch': 0.51}
{'loss': 5.7579, 'grad_norm': 6.272583961486816, 'learning_rate': 9.989119809853093e-06, 'epoch': 0.51}
{'loss': 5.8182, 'grad_norm': 5.511375427246094, 'learning_rate': 9.988644947677968e-06, 'epoch': 0.52}
{'loss': 5.7368, 'grad_norm': 5.923528671264648, 'learning_rate': 9.988159956137325e-06, 'epoch': 0.52}
{'loss': 5.7814, 'grad_norm': 5.341850280761719, 'learning_rate': 9.98766483632563e-06, 'epoch': 0.53}
{'loss': 5.7791, 'grad_norm': 5.453798770904541, 'learning_rate': 9.987159589360203e-06, 'epoch': 0.53}
{'loss': 5.758, 'grad_norm': 5.615487575531006, 'learning_rate': 9.986644216381214e-06, 'epoch': 0.54}
{'loss': 5.7884, 'grad_norm': 5.652061462402344, 'learning_rate': 9.98611871855169e-06, 'epoch': 0.54}
{'loss': 5.7131, 'grad_norm': 5.654755115509033, 'learning_rate': 9.9855830970575e-06, 'epoch': 0.55}
{'loss': 5.7547, 'grad_norm': 5.751747131347656, 'learning_rate': 9.985037353107364e-06, 'epoch': 0.55}
{'loss': 5.7233, 'grad_norm': 5.7002058029174805, 'learning_rate': 9.984481487932845e-06, 'epoch': 0.56}
{'eval_loss': 5.729189872741699, 'eval_runtime': 24.3122, 'eval_samples_per_second': 41.132, 'eval_steps_per_second': 5.141, 'epoch': 0.56}
{'loss': 5.7349, 'grad_norm': 5.71504020690918, 'learning_rate': 9.983915502788343e-06, 'epoch': 0.56}
{'loss': 5.7146, 'grad_norm': 5.622207164764404, 'learning_rate': 9.983339398951093e-06, 'epoch': 0.57}
{'loss': 5.7186, 'grad_norm': 5.497664928436279, 'learning_rate': 9.982753177721172e-06, 'epoch': 0.57}
{'loss': 5.7254, 'grad_norm': 6.051093101501465, 'learning_rate': 9.982156840421483e-06, 'epoch': 0.58}
{'loss': 5.7112, 'grad_norm': 6.180635452270508, 'learning_rate': 9.981550388397759e-06, 'epoch': 0.58}
{'loss': 5.6893, 'grad_norm': 5.757990837097168, 'learning_rate': 9.980933823018558e-06, 'epoch': 0.58}
{'loss': 5.7089, 'grad_norm': 5.820650577545166, 'learning_rate': 9.980307145675265e-06, 'epoch': 0.59}
{'loss': 5.694, 'grad_norm': 5.8188018798828125, 'learning_rate': 9.979670357782077e-06, 'epoch': 0.59}
{'loss': 5.693, 'grad_norm': 5.796514511108398, 'learning_rate': 9.979023460776011e-06, 'epoch': 0.6}
{'loss': 5.7321, 'grad_norm': 5.633886814117432, 'learning_rate': 9.978366456116896e-06, 'epoch': 0.6}
{'loss': 5.7229, 'grad_norm': 5.772664546966553, 'learning_rate': 9.977699345287374e-06, 'epoch': 0.61}
{'loss': 5.735, 'grad_norm': 5.784535884857178, 'learning_rate': 9.977022129792886e-06, 'epoch': 0.61}
{'loss': 5.6694, 'grad_norm': 6.896045684814453, 'learning_rate': 9.976334811161684e-06, 'epoch': 0.62}
{'loss': 5.6871, 'grad_norm': 6.005458354949951, 'learning_rate': 9.975637390944814e-06, 'epoch': 0.62}
{'loss': 5.6697, 'grad_norm': 6.242697238922119, 'learning_rate': 9.97492987071612e-06, 'epoch': 0.63}
{'loss': 5.6648, 'grad_norm': 6.295071125030518, 'learning_rate': 9.974212252072234e-06, 'epoch': 0.63}
{'loss': 5.6434, 'grad_norm': 5.870037078857422, 'learning_rate': 9.973484536632585e-06, 'epoch': 0.64}
{'loss': 5.6385, 'grad_norm': 6.062063694000244, 'learning_rate': 9.972746726039384e-06, 'epoch': 0.64}
{'loss': 5.6935, 'grad_norm': 6.237598419189453, 'learning_rate': 9.971998821957618e-06, 'epoch': 0.64}
{'loss': 5.6491, 'grad_norm': 5.983843803405762, 'learning_rate': 9.971240826075055e-06, 'epoch': 0.65}
{'eval_loss': 5.646485805511475, 'eval_runtime': 24.3452, 'eval_samples_per_second': 41.076, 'eval_steps_per_second': 5.134, 'epoch': 0.65}
{'loss': 5.6221, 'grad_norm': 6.483675003051758, 'learning_rate': 9.97047274010224e-06, 'epoch': 0.65}
{'loss': 5.635, 'grad_norm': 6.752721309661865, 'learning_rate': 9.969694565772483e-06, 'epoch': 0.66}
{'loss': 5.6498, 'grad_norm': 6.425524711608887, 'learning_rate': 9.968906304841866e-06, 'epoch': 0.66}
{'loss': 5.6073, 'grad_norm': 6.289605140686035, 'learning_rate': 9.968107959089226e-06, 'epoch': 0.67}
{'loss': 5.6085, 'grad_norm': 5.99603796005249, 'learning_rate': 9.967299530316162e-06, 'epoch': 0.67}
{'loss': 5.6192, 'grad_norm': 6.222105026245117, 'learning_rate': 9.966481020347027e-06, 'epoch': 0.68}
{'loss': 5.6332, 'grad_norm': 6.171071529388428, 'learning_rate': 9.965652431028925e-06, 'epoch': 0.68}
{'loss': 5.6254, 'grad_norm': 6.437685966491699, 'learning_rate': 9.964813764231701e-06, 'epoch': 0.69}
{'loss': 5.5999, 'grad_norm': 7.054872035980225, 'learning_rate': 9.963965021847948e-06, 'epoch': 0.69}
{'loss': 5.6036, 'grad_norm': 6.772793292999268, 'learning_rate': 9.96310620579299e-06, 'epoch': 0.7}
{'loss': 5.5752, 'grad_norm': 6.585116863250732, 'learning_rate': 9.962237318004887e-06, 'epoch': 0.7}
{'loss': 5.5514, 'grad_norm': 6.240342617034912, 'learning_rate': 9.961358360444428e-06, 'epoch': 0.7}
{'loss': 5.5688, 'grad_norm': 6.200141906738281, 'learning_rate': 9.960469335095124e-06, 'epoch': 0.71}
{'loss': 5.5965, 'grad_norm': 6.388900279998779, 'learning_rate': 9.959570243963209e-06, 'epoch': 0.71}
{'loss': 5.5687, 'grad_norm': 6.727963924407959, 'learning_rate': 9.958661089077629e-06, 'epoch': 0.72}
{'loss': 5.5693, 'grad_norm': 6.2726149559021, 'learning_rate': 9.957741872490041e-06, 'epoch': 0.72}
{'loss': 5.5606, 'grad_norm': 6.402703762054443, 'learning_rate': 9.956812596274808e-06, 'epoch': 0.73}
{'loss': 5.5641, 'grad_norm': 6.197031497955322, 'learning_rate': 9.955873262528997e-06, 'epoch': 0.73}
{'loss': 5.564, 'grad_norm': 6.812385082244873, 'learning_rate': 9.954923873372368e-06, 'epoch': 0.74}
{'loss': 5.5683, 'grad_norm': 5.997935771942139, 'learning_rate': 9.95396443094737e-06, 'epoch': 0.74}
{'eval_loss': 5.559413909912109, 'eval_runtime': 24.3072, 'eval_samples_per_second': 41.14, 'eval_steps_per_second': 5.143, 'epoch': 0.74}
{'loss': 5.4975, 'grad_norm': 6.581211566925049, 'learning_rate': 9.95299493741915e-06, 'epoch': 0.75}
{'loss': 5.5646, 'grad_norm': 6.488165855407715, 'learning_rate': 9.952015394975522e-06, 'epoch': 0.75}
{'loss': 5.5299, 'grad_norm': 6.6736602783203125, 'learning_rate': 9.95102580582699e-06, 'epoch': 0.76}
{'loss': 5.4673, 'grad_norm': 6.781033992767334, 'learning_rate': 9.950026172206722e-06, 'epoch': 0.76}
{'loss': 5.5304, 'grad_norm': 6.71952486038208, 'learning_rate': 9.949016496370558e-06, 'epoch': 0.77}
{'loss': 5.5044, 'grad_norm': 6.575201511383057, 'learning_rate': 9.947996780596993e-06, 'epoch': 0.77}
{'loss': 5.491, 'grad_norm': 6.162952899932861, 'learning_rate': 9.946967027187189e-06, 'epoch': 0.77}
{'loss': 5.4723, 'grad_norm': 6.322631359100342, 'learning_rate': 9.94592723846495e-06, 'epoch': 0.78}
{'loss': 5.5025, 'grad_norm': 7.05963134765625, 'learning_rate': 9.944877416776733e-06, 'epoch': 0.78}
{'loss': 5.5332, 'grad_norm': 6.7994771003723145, 'learning_rate': 9.943817564491629e-06, 'epoch': 0.79}
{'loss': 5.5029, 'grad_norm': 6.9817352294921875, 'learning_rate': 9.942747684001374e-06, 'epoch': 0.79}
{'loss': 5.5109, 'grad_norm': 7.0141215324401855, 'learning_rate': 9.941667777720326e-06, 'epoch': 0.8}
{'loss': 5.5527, 'grad_norm': 6.538505554199219, 'learning_rate': 9.940577848085474e-06, 'epoch': 0.8}
{'loss': 5.4801, 'grad_norm': 6.981417179107666, 'learning_rate': 9.939477897556419e-06, 'epoch': 0.81}
{'loss': 5.4949, 'grad_norm': 6.992316722869873, 'learning_rate': 9.938367928615384e-06, 'epoch': 0.81}
{'loss': 5.4831, 'grad_norm': 7.056945323944092, 'learning_rate': 9.937247943767195e-06, 'epoch': 0.82}
{'loss': 5.436, 'grad_norm': 7.015700817108154, 'learning_rate': 9.936117945539284e-06, 'epoch': 0.82}
{'loss': 5.4841, 'grad_norm': 6.668556213378906, 'learning_rate': 9.934977936481674e-06, 'epoch': 0.83}
{'loss': 5.5044, 'grad_norm': 6.718024253845215, 'learning_rate': 9.933827919166988e-06, 'epoch': 0.83}
{'loss': 5.4184, 'grad_norm': 6.986595630645752, 'learning_rate': 9.932667896190423e-06, 'epoch': 0.83}
{'eval_loss': 5.468616962432861, 'eval_runtime': 24.3145, 'eval_samples_per_second': 41.128, 'eval_steps_per_second': 5.141, 'epoch': 0.83}
{'loss': 5.4453, 'grad_norm': 7.074011325836182, 'learning_rate': 9.931497870169767e-06, 'epoch': 0.84}
{'loss': 5.432, 'grad_norm': 7.423969745635986, 'learning_rate': 9.930317843745372e-06, 'epoch': 0.84}
{'loss': 5.4345, 'grad_norm': 7.810577392578125, 'learning_rate': 9.929127819580167e-06, 'epoch': 0.85}
{'loss': 5.4396, 'grad_norm': 7.231584548950195, 'learning_rate': 9.927927800359632e-06, 'epoch': 0.85}
{'loss': 5.4226, 'grad_norm': 7.43229341506958, 'learning_rate': 9.92671778879181e-06, 'epoch': 0.86}
{'loss': 5.3998, 'grad_norm': 7.125064849853516, 'learning_rate': 9.925497787607291e-06, 'epoch': 0.86}
{'loss': 5.3832, 'grad_norm': 7.168268203735352, 'learning_rate': 9.92426779955921e-06, 'epoch': 0.87}
{'loss': 5.3941, 'grad_norm': 7.003378391265869, 'learning_rate': 9.923027827423232e-06, 'epoch': 0.87}
{'loss': 5.3839, 'grad_norm': 7.399274826049805, 'learning_rate': 9.921777873997563e-06, 'epoch': 0.88}
{'loss': 5.3997, 'grad_norm': 7.162672519683838, 'learning_rate': 9.920517942102927e-06, 'epoch': 0.88}
{'loss': 5.3868, 'grad_norm': 7.186831474304199, 'learning_rate': 9.919248034582567e-06, 'epoch': 0.89}
{'loss': 5.3836, 'grad_norm': 7.6418256759643555, 'learning_rate': 9.917968154302238e-06, 'epoch': 0.89}
{'loss': 5.4209, 'grad_norm': 7.867013931274414, 'learning_rate': 9.916678304150203e-06, 'epoch': 0.9}
{'loss': 5.3739, 'grad_norm': 7.282867431640625, 'learning_rate': 9.915378487037219e-06, 'epoch': 0.9}
{'loss': 5.3207, 'grad_norm': 7.813270092010498, 'learning_rate': 9.914068705896534e-06, 'epoch': 0.9}
{'loss': 5.347, 'grad_norm': 7.995596408843994, 'learning_rate': 9.91274896368389e-06, 'epoch': 0.91}
{'loss': 5.3558, 'grad_norm': 7.788055419921875, 'learning_rate': 9.9114192633775e-06, 'epoch': 0.91}
{'loss': 5.3825, 'grad_norm': 7.454720497131348, 'learning_rate': 9.910079607978052e-06, 'epoch': 0.92}
{'loss': 5.3176, 'grad_norm': 7.742131233215332, 'learning_rate': 9.908730000508697e-06, 'epoch': 0.92}
{'loss': 5.4161, 'grad_norm': 7.697615146636963, 'learning_rate': 9.907370444015048e-06, 'epoch': 0.93}
{'eval_loss': 5.367193222045898, 'eval_runtime': 24.3145, 'eval_samples_per_second': 41.128, 'eval_steps_per_second': 5.141, 'epoch': 0.93}
{'loss': 5.3589, 'grad_norm': 8.154702186584473, 'learning_rate': 9.906000941565166e-06, 'epoch': 0.93}
{'loss': 5.3624, 'grad_norm': 7.789626598358154, 'learning_rate': 9.90462149624956e-06, 'epoch': 0.94}
{'loss': 5.3223, 'grad_norm': 8.00565242767334, 'learning_rate': 9.903232111181175e-06, 'epoch': 0.94}
{'loss': 5.3728, 'grad_norm': 7.641720294952393, 'learning_rate': 9.901832789495386e-06, 'epoch': 0.95}
{'loss': 5.315, 'grad_norm': 8.236539840698242, 'learning_rate': 9.900423534349995e-06, 'epoch': 0.95}
{'loss': 5.3133, 'grad_norm': 7.602567195892334, 'learning_rate': 9.899004348925215e-06, 'epoch': 0.96}
{'loss': 5.3034, 'grad_norm': 8.353105545043945, 'learning_rate': 9.897575236423675e-06, 'epoch': 0.96}
{'loss': 5.2803, 'grad_norm': 8.093204498291016, 'learning_rate': 9.896136200070397e-06, 'epoch': 0.96}
{'loss': 5.3342, 'grad_norm': 7.574770450592041, 'learning_rate': 9.894687243112806e-06, 'epoch': 0.97}
{'loss': 5.2903, 'grad_norm': 8.180296897888184, 'learning_rate': 9.893228368820714e-06, 'epoch': 0.97}
{'loss': 5.2742, 'grad_norm': 8.33835220336914, 'learning_rate': 9.891759580486307e-06, 'epoch': 0.98}
{'loss': 5.2541, 'grad_norm': 8.245586395263672, 'learning_rate': 9.89028088142415e-06, 'epoch': 0.98}
{'loss': 5.2466, 'grad_norm': 8.192691802978516, 'learning_rate': 9.888792274971168e-06, 'epoch': 0.99}
